regulates	-0.0237291	-0.0632966	-0.0277741	-0.0503738	0.0232219	0.0261003	-0.0336221	-0.0332617	0.0259198	0.03898	0.0200213	-0.0041545	0.00168039	0.0315574	0.0272816	-0.0371378	-0.0546211	-0.0217842	0.0646829	0.0357044	-0.0583694	-0.0459626	0.0365002	-0.10746	0.0312092	-0.0736381	-0.00442178	0.0548206	0.040531	-0.0861392	-0.0632194	-0.0641911	0.0662358	-0.0336392	0.01103	-0.0624041	0.0892004	0.00324887	0.00918061	0.0391799	-0.0200934	-0.0263739	-0.061734	0.0243332	-0.0377163	0.0382574	0.0382151	0.0440245	-0.0386941	-0.0685423	-0.0147025	-0.00671373	0.0635977	-0.0422596	-0.0539398	0.030357	-0.0955684	-0.0391393	-0.0315416	0.0435201	0.00654826	-0.00859124	0.00874664	0.0331142	0.0897703	0.0173148	-0.0262047	0.00157599	0.0384689	0.0608768	0.0140949	-0.00449127	-0.0424715	0.0308777	-0.058078	-0.116059	-0.0152045	0.0901181	0.0168399	0.0638761	0.0298327	0.0815239	-0.00925587	-0.00516256	0.0315281	0.0158856	0.0216941	-0.0582594	0.0152288	0.0065162	-0.0493512	0.0165276	-0.00511277	0.00968653	0.0421928	-0.0114271	0.0262656	0.0237824	0.0662483	0.00158318
regulated_by	0.0256518	0.0625518	-0.00955017	0.0284538	-0.0384179	-0.0233771	0.0191995	0.00187917	-0.0249172	-0.0156777	6.8185e-05	-0.0164549	0.0276487	-0.0226431	-0.0110167	0.0429448	0.0750414	-0.0158228	-0.0586805	-0.0305223	0.00330367	0.0217786	-0.0138663	0.0668329	-0.0207893	0.0542401	0.00725878	-0.037353	-0.0318771	0.0651852	0.019373	0.0128931	-0.0241272	0.0212532	0.0036189	0.0538874	-0.0529842	-0.0389328	-0.0220232	-0.0392412	-0.00437464	0.0221796	0.0366792	-0.0117105	-0.0255894	-0.00662877	-0.0577713	-0.0241753	0.0156774	0.0695211	0.0383263	0.00690985	-0.0472148	0.0372429	-0.0132095	-0.0221976	0.0433001	0.0460212	0.0220723	-0.0539683	-0.000920037	-0.0229885	0.00353254	-0.0117857	-0.0690257	0.0164155	0.000413432	0.000388378	-0.0254368	-0.0239089	-0.0191772	0.0126192	0.0145349	0.0109854	0.0636068	0.0533047	-0.00573881	-0.0533897	-0.00811545	-0.0606281	0.0182946	-0.045808	-0.00708133	-0.00375583	-0.0223633	-0.00332715	-0.00146695	0.0560891	0.00951036	-0.0189057	0.0395566	0.000504088	-0.0151647	-0.0207352	-0.0483978	0.0161369	-0.0231123	-0.00132133	-0.035819	0.0286395
positively_regulates	-0.0513961	-0.0442496	-0.0450741	-0.0816943	0.0501887	-0.0165515	-0.00987276	0.0357483	0.0661979	0.0839981	-0.0149736	-0.0447801	0.0275336	0.00328838	0.00753077	0.000785932	0.0670005	-0.0996242	-0.0380054	0.0284305	-0.0282502	-0.0327098	0.038615	-0.0476694	-0.0589968	-0.017567	0.0233946	-0.0686069	0.0701936	-0.0705743	-0.0137262	-0.0513851	0.084962	-0.071186	0.0249144	-0.101127	0.0612584	0.0698925	-0.0801306	-0.0311272	-0.0214198	0.0275375	-0.00067132	0.143678	-0.0657685	0.150848	0.0505507	0.0641039	-0.111511	-0.134811	0.0272476	0.0858845	0.0518664	-0.047	-0.0934595	0.112632	-0.0719229	-0.0543212	0.0165056	0.0472864	0.0312551	-0.0476127	0.00984699	0.0562537	0.0745739	0.0123219	-0.0511877	0.00579578	0.0141104	0.0488345	0.0126079	-0.0477111	-0.0542681	0.0583617	-0.103836	-0.0193308	-0.00711346	0.095928	0.0532471	-0.0219518	-0.0261279	0.192551	-0.0960658	-0.0562766	0.00527161	0.0236066	0.0483955	-0.0961455	-0.00691354	0.00899638	-0.0457354	-0.0330163	-0.0398398	0.0470807	0.107624	-0.00912754	-0.0216973	-0.0204012	-0.015494	-0.020387
positively_regulated_by	0.0399204	0.00110605	0.00175789	-0.0116156	-0.0842065	0.0123496	-0.0306004	-0.00615996	-0.0312252	0.0437352	-0.0440508	-0.0185521	-0.0230993	-0.0408852	-0.00392697	0.103009	-0.0117978	0.0552882	-0.0417416	-0.0381017	-0.00283669	0.040451	-0.0327097	0.0154728	-0.0198962	0.0914877	0.099317	-0.0145069	-0.0807636	0.105253	0.0917431	-0.0555715	0.0524981	-0.0141724	0.0349324	0.0390826	0.0780915	-0.0754046	0.0249939	-0.00146028	0.109227	0.0509189	-0.0224763	0.0421556	0.0827865	0.0449976	0.0326164	-0.0224095	-0.121669	0.0355647	0.0527146	0.04434	0.00242483	-0.0254848	0.108931	0.0124051	0.0949135	0.0281591	-0.106084	-0.0206269	-0.0623135	-0.0248989	-0.00738464	0.0607514	-0.0504815	0.0299782	0.0453025	-0.0093618	-0.0423431	-0.0185932	-0.0243149	0.0832358	-0.0323254	-0.0789384	0.0484152	0.0336184	0.0495852	-0.0727032	0.054991	-0.0545967	-0.0285247	-0.00160424	0.00617967	0.0570965	0.00986313	0.0487631	0.00197963	0.161165	0.0121534	0.025373	0.0212539	0.0208191	-0.025604	-0.0289024	-0.109866	0.0589893	-0.0167009	-0.0640395	0.0194061	-0.00456432
negatively_regulated_by	0.0828352	0.0452379	0.0532512	0.0606382	0.0307672	0.00769366	0.022341	0.00750674	-0.03799	-0.0651835	-0.0247114	-0.060881	-0.0412585	-0.0070853	-0.0168879	0.132832	0.0405185	-0.138238	-0.0204141	-0.025874	0.0184279	-0.00724004	-0.0825088	0.0470085	-0.0105684	0.105622	-0.0449068	0.0552315	-0.0933664	0.159725	0.0462418	-0.0580549	-0.000335375	0.0224863	-0.0848423	0.00780365	-0.0909645	0.013042	-0.0480159	-0.0812191	-0.0124865	-0.00908759	0.114669	-0.00293719	0.0224013	-0.00832686	-0.0655833	0.0163608	0.0715968	-0.0166183	-0.023163	-0.0364079	-0.168319	-0.0397128	0.0234702	-0.0960865	0.0159981	0.0171813	0.0534623	0.0414139	0.0394334	-0.0255025	0.0127075	-0.0348828	-0.00583916	-0.0072563	-0.063359	0.0221157	-0.0334798	-0.0252873	-0.0109145	-0.0468371	0.0336809	-0.00814144	0.0431389	0.03517	-0.100756	0.0844383	0.0709547	-0.0581947	0.0387098	-0.0349778	0.089625	0.00868687	-0.0226902	-0.0429677	0.00860913	-0.0635059	-0.00411506	0.000716645	0.0905921	-0.0255837	-0.085265	-0.0516574	-0.00602789	-0.0362896	0.0955577	-0.0173343	-0.100725	0.0900777
negatively_regulates	-0.00306649	-0.0125981	-0.0554079	-0.0132612	-0.0301214	0.0629814	-0.101798	-0.0421976	0.0992509	-0.024908	0.0256831	0.0219309	0.035475	0.0491963	0.0180687	-0.0434934	-0.0289796	0.0909427	0.0615306	0.00997606	0.0910599	0.0197701	0.10647	-0.082549	-0.0335347	-0.0785987	0.0438501	0.0854611	0.0984621	-0.0359048	0.0484658	-0.0709506	0.0216791	0.0197185	-0.0302239	-0.0783403	0.126805	0.0221138	0.0314109	0.211186	-0.0448183	-0.00940327	-0.0379275	-0.0623927	-0.0201595	0.103679	0.0257185	0.139245	-0.0244571	-0.0341105	-0.0625553	-0.0081249	0.0229788	0.0235523	-0.0613012	0.0423562	-0.0318849	-0.0631156	-0.0119915	0.0279141	0.110578	0.0725351	-0.0635516	0.0887906	0.173161	0.0481095	0.040064	0.0263421	-0.0412166	0.0298541	0.0493344	-0.0169339	-0.0873789	-0.028523	-0.0427571	-0.154539	-0.037722	-0.0399976	-0.0414939	0.117749	0.0444243	0.00649196	-0.0230235	0.0809788	0.0231654	0.0690456	0.0462919	-0.0197446	0.090082	-0.0919019	0.0107997	-0.0601675	0.0825369	0.0650095	0.0223979	0.00665005	0.0800609	0.0637659	0.0171079	0.0888692
crp	0.0763049	0.0896556	0.0629491	-0.00634016	-0.0184908	-0.0176352	-0.0353044	0.0443067	0.134411	-0.0256939	-0.0717445	-0.013936	0.115569	0.0219564	0.0155993	0.0875401	0.000700561	0.0456593	-0.0509491	-0.0550167	0.0396086	0.0152546	0.0183414	0.0835527	-0.040544	0.0801859	0.037949	-0.0236553	-0.0700832	0.0398526	0.0595663	0.0477142	-0.0739113	0.153765	0.0348667	0.00864906	-0.0985927	-0.0741345	0.0714329	-0.0444686	0.126461	-0.0411493	0.0756381	0.00925693	0.0240959	-0.114183	-0.00867985	-0.0749228	0.109046	0.121618	0.0132079	0.00878636	-0.0121165	0.108098	0.123326	-0.0605105	0.0734597	0.157986	-0.0431891	0.0218156	-0.0484652	0.028137	0.1013	-0.0252351	-0.0515833	-0.12051	-0.0727882	0.0473184	-0.00086969	0.0250252	-0.00439875	0.0420306	0.0636702	0.0440739	-0.0176849	0.166763	-0.0184602	-0.0668007	0.00284563	0.0410204	-0.0519817	-0.0873004	-0.0554212	0.0946879	-0.0669331	0.00850034	0.0145609	0.196836	0.0685945	0.0504181	0.00792688	-0.0134973	-0.018461	0.011688	-0.00816084	-0.0230309	-0.120381	-0.0937349	-0.00455521	0.0301769
ihf	-0.0140668	0.0154043	-0.0504685	0.146622	-0.112139	-0.0412761	-0.0074962	0.0167671	-0.00957267	-0.106034	0.0256991	0.0223129	-0.0348603	-0.0967903	0.0696466	-0.0204939	0.123765	0.0507915	-0.0767209	-0.124022	-0.0207047	0.094293	-0.0966732	0.140611	0.0142494	0.0708619	0.061218	-0.0470145	-0.177532	0.107068	0.0412182	0.0846785	-0.0402293	0.072337	-0.0044695	0.127376	0.0184865	0.0846206	0.00515463	-0.00590097	-0.00343169	0.0286844	-0.0687627	0.00528947	-0.0893646	-0.0143225	-0.0294618	0.0203987	0.0835483	0.12204	0.107688	-0.0182586	0.0152037	0.0561006	0.061498	0.0179931	0.0826554	0.110569	0.0274819	-0.0410814	0.0214408	0.0552354	0.150751	-0.0181926	-0.0664139	0.0500162	-0.0336615	0.0524499	-0.0252634	-0.0654602	-0.0520003	0.0963395	0.130195	0.0600441	0.0144882	0.11011	0.0139913	-0.0681444	0.0162027	-0.00901017	-0.082225	-0.0304313	0.0110023	0.0767552	-0.0406147	0.0979743	0.000734231	0.068804	-0.105186	0.0464402	0.00522061	0.044482	0.0307523	-0.0337971	-0.0400008	0.0328072	-0.0614713	-0.0405762	-0.0177076	0.0755022
fis	-0.05486	0.0718553	-0.0400066	0.0125306	-0.147619	0.0117278	0.00998959	-0.108156	0.0176106	-0.0923454	-0.0213467	-0.0228507	-0.0679452	-0.150806	-0.0478336	0.0789772	-0.0581908	0.0234667	-0.0813179	-0.0206224	-0.0206854	0.0255632	-0.00585403	0.154105	-0.0281615	-0.0297936	0.0332952	0.0647948	-0.170975	0.0633508	0.0679248	0.0285908	0.0365535	0.0362895	0.0616221	0.0818755	0.0134047	0.028759	0.10239	-0.0349656	0.0328985	0.0149676	0.0274762	-0.0205659	0.0549673	-0.00499102	-0.0297821	0.0116758	0.0229409	0.0556135	-0.00285448	0.0191338	0.0493413	0.00468294	0.120175	0.0330261	0.0718643	0.163246	-0.0465701	0.00265505	-0.0171365	-0.0612196	-0.0694373	-0.137469	-0.211327	-0.0461205	-0.0632601	-0.0163101	0.0346833	-0.0337776	-0.0119756	0.00378973	0.021011	-0.0723022	0.0394828	-0.00394581	-0.0251231	-0.0771963	-0.0160399	-0.0573488	-0.0712614	-0.052143	0.0109566	-0.0223464	-0.0631107	0.060292	0.0932856	0.0764708	0.0365701	0.00127636	0.139782	-0.103202	0.0253692	-0.0312489	-0.183719	0.0731365	-0.0509421	-0.0516838	-0.15822	0.0548425
h-ns	0.0498342	-0.067805	0.0836005	-0.00771955	0.0524222	0.00754462	-0.0147041	0.0103915	-0.0355079	-0.0892167	-0.1438	-0.044255	-0.0664287	-0.0316093	-0.0967838	-0.0854635	0.0143964	0.00383119	-0.0340227	0.0635007	0.0647241	0.0807322	-0.0510452	0.0568218	0.0003932	0.0454453	-0.0115722	0.0584093	-0.0493708	0.19307	0.0624964	0.109347	0.055412	0.082598	0.0123133	0.00676922	-0.025279	0.0187393	-0.0719641	-0.022981	0.0572883	0.0710004	0.00239796	-0.0280957	0.0105862	-0.085512	0.00182518	-0.0393566	0.0999229	-0.0196098	-0.026644	-0.0140959	-0.067295	-0.142784	0.0763141	0.0142793	0.156515	0.111964	-0.0556923	-0.101497	0.0256155	0.0518413	0.0199912	-0.0421881	-0.152116	0.00554519	-0.0997048	-0.0706592	0.0585011	-0.0534351	0.0214215	-0.0377245	0.064948	0.0336515	0.0505315	0.186434	-0.00483769	-0.135479	0.0864081	-0.212637	-0.0894528	-0.0512588	-0.150131	0.00741669	0.00709758	-0.0031081	-0.107712	0.0918492	-0.0257472	0.0159126	-0.0192918	-0.0413288	0.0181731	0.0157888	0.000242576	0.107981	-0.151051	-0.000727304	-0.0484145	-0.0443299
